NUM;FECHA_CORTE;PERIODO;TIPO_LARGA_DISTANCIA;EMPRESA;CÓDIGO;TIPO_TRÁFICO;TRÁFICO;;;;;;;;
198;20240617;200302;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;A;Preselección;136,908.98;;;;;;;;
199;20240617;200302;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;B;Llamada por Llamada;7,953.00;;;;;;;;
200;20240617;200302;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;C;Tarjetas de Pago;76,205.80;;;;;;;;
201;20240617;200302;Larga Distancia Internacional - Entrante;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;H;No reportado;385,476.00;;;;;;;;
202;20240617;200302;Larga Distancia Nacional;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;A;Preselección;9,490.00;;;;;;;;
203;20240617;200302;Larga Distancia Internacional - Saliente;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;A;Preselección;35,055.00;;;;;;;;
204;20240617;200302;Larga Distancia Nacional;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;C;Tarjetas de Pago;5,016.00;;;;;;;;
205;20240617;200302;Larga Distancia Internacional - Saliente;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;C;Tarjetas de Pago;10,032.00;;;;;;;;
206;20240617;200302;Larga Distancia Internacional - Entrante;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;H;No reportado;4,587,033.00;;;;;;;;
207;20240617;200302;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;31,793,193.00;;;;;;;;
208;20240617;200302;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;8,177,123.00;;;;;;;;
209;20240617;200302;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;9,912,184.00;;;;;;;;
210;20240617;200302;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;964,696.00;;;;;;;;
211;20240617;200302;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;1,791,662.00;;;;;;;;
212;20240617;200302;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;187,687.33;;;;;;;;
213;20240617;200302;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;22,939,021.00;;;;;;;;
214;20240617;200302;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;199,481.00;;;;;;;;
215;20240617;200302;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;34,605,576.00;;;;;;;;
216;20240617;200302;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;A;Preselección;2,186,500.00;;;;;;;;
217;20240617;200302;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;A;Preselección;694,000.00;;;;;;;;
218;20240617;200302;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;B;Llamada por Llamada;195,087.00;;;;;;;;
219;20240617;200302;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;B;Llamada por Llamada;39,335.00;;;;;;;;
220;20240617;200302;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;C;Tarjetas de Pago;424,092.85;;;;;;;;
221;20240617;200302;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;C;Tarjetas de Pago;10,303.25;;;;;;;;
222;20240617;200302;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;E;Tráfico originado en teléfonos de uso público de la empresa;11,840.00;;;;;;;;
223;20240617;200302;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;E;Tráfico originado en teléfonos de uso público de la empresa;655.00;;;;;;;;
224;20240617;200302;Larga Distancia Internacional - Entrante;TELMEX PERÚ S.A./ AT & T;H;No reportado;9,484,833.78;;;;;;;;
225;20240617;200303;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;942,440.00;;;;;;;;
226;20240617;200303;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;265,414.00;;;;;;;;
227;20240617;200303;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;1,437,494.00;;;;;;;;
228;20240617;200303;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;500,287.00;;;;;;;;
229;20240617;200303;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;230,003.00;;;;;;;;
230;20240617;200303;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;7,729,307.00;;;;;;;;
231;20240617;200303;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;2,479,699.00;;;;;;;;
232;20240617;200303;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;C;Tarjetas de Pago;1,452,454.00;;;;;;;;
233;20240617;200303;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;C;Tarjetas de Pago;413,421.00;;;;;;;;
234;20240617;200303;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;12,882,188.58;;;;;;;;
235;20240617;200303;Larga Distancia Nacional;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;A;Preselección;67,626.00;;;;;;;;
236;20240617;200303;Larga Distancia Internacional - Saliente;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;A;Preselección;19,746.00;;;;;;;;
237;20240617;200303;Larga Distancia Nacional;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;D;Tráfico originado en líneas de telefonía móvil;1,166,416.00;;;;;;;;
238;20240617;200303;Larga Distancia Internacional - Saliente;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;D;Tráfico originado en líneas de telefonía móvil;368,482.00;;;;;;;;
239;20240617;200303;Larga Distancia Nacional;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;E;Tráfico originado en teléfonos de uso público de la empresa;64,066.00;;;;;;;;
240;20240617;200303;Larga Distancia Internacional - Saliente;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;E;Tráfico originado en teléfonos de uso público de la empresa;27,442.00;;;;;;;;
241;20240617;200303;Larga Distancia Internacional - Entrante;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;H;No reportado;4,938,139.00;;;;;;;;
242;20240617;200303;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;13,035,154.38;;;;;;;;
243;20240617;200303;Larga Distancia Nacional;COMPAÑÍA TELEFÓNICA ANDINA S.A.;A;Preselección;1.00;;;;;;;;
244;20240617;200303;Larga Distancia Internacional - Saliente;COMPAÑÍA TELEFÓNICA ANDINA S.A.;A;Preselección;201.00;;;;;;;;
245;20240617;200303;Larga Distancia Nacional;COMPAÑÍA TELEFÓNICA ANDINA S.A.;C;Tarjetas de Pago;181.00;;;;;;;;
246;20240617;200303;Larga Distancia Internacional - Saliente;COMPAÑÍA TELEFÓNICA ANDINA S.A.;C;Tarjetas de Pago;157.00;;;;;;;;
247;20240617;200303;Larga Distancia Internacional - Entrante;COMPAÑÍA TELEFÓNICA ANDINA S.A.;H;No reportado;3,045,114.00;;;;;;;;
248;20240617;200303;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;A;Preselección;35,735.00;;;;;;;;
249;20240617;200303;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;A;Preselección;67,168.00;;;;;;;;
250;20240617;200303;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;67,708.00;;;;;;;;
251;20240617;200303;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;136,293.00;;;;;;;;
252;20240617;200303;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;642.00;;;;;;;;
253;20240617;200303;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;3,306.00;;;;;;;;
254;20240617;200303;Larga Distancia Internacional - Entrante;CONVERGIA PERÚ S.A.;H;No reportado;1,815,448.00;;;;;;;;
255;20240617;200303;Larga Distancia Nacional;DIGITAL WAY S.A. / 1910 S.A.  ;A;Preselección;10.00;;;;;;;;
256;20240617;200303;Larga Distancia Internacional - Saliente;DIGITAL WAY S.A. / 1910 S.A.  ;A;Preselección;222.00;;;;;;;;
257;20240617;200303;Larga Distancia Internacional - Saliente;DIGITAL WAY S.A. / 1910 S.A.  ;C;Tarjetas de Pago;3,163.00;;;;;;;;
258;20240617;200303;Larga Distancia Internacional - Entrante;DIGITAL WAY S.A. / 1910 S.A.  ;H;No reportado;20.00;;;;;;;;
259;20240617;200303;Larga Distancia Nacional;DITEL CORPORATION S.A.C.;A;Preselección;4,793.00;;;;;;;;
260;20240617;200303;Larga Distancia Internacional - Saliente;DITEL CORPORATION S.A.C.;A;Preselección;1,794.00;;;;;;;;
261;20240617;200303;Larga Distancia Nacional;DITEL CORPORATION S.A.C.;C;Tarjetas de Pago;40,346.00;;;;;;;;
262;20240617;200303;Larga Distancia Internacional - Saliente;DITEL CORPORATION S.A.C.;C;Tarjetas de Pago;1,518.00;;;;;;;;
263;20240617;200303;Larga Distancia Internacional - Entrante;DITEL CORPORATION S.A.C.;H;No reportado;7,890.00;;;;;;;;
264;20240617;200303;Larga Distancia Nacional;ELNATH;A;Preselección;25,481.95;;;;;;;;
265;20240617;200303;Larga Distancia Internacional - Saliente;ELNATH;A;Preselección;1,822.95;;;;;;;;
266;20240617;200303;Larga Distancia Nacional;ELNATH;C;Tarjetas de Pago;15,628.59;;;;;;;;
267;20240617;200303;Larga Distancia Internacional - Saliente;ELNATH;C;Tarjetas de Pago;23,442.88;;;;;;;;
268;20240617;200303;Larga Distancia Internacional - Entrante;ELNATH;H;No reportado;48,593.03;;;;;;;;
269;20240617;200303;Larga Distancia Nacional;FULL LINE S.A.C.;A;Preselección;912.00;;;;;;;;
270;20240617;200303;Larga Distancia Internacional - Saliente;FULL LINE S.A.C.;A;Preselección;5,660.00;;;;;;;;
271;20240617;200303;Larga Distancia Internacional - Saliente;FULL LINE S.A.C.;C;Tarjetas de Pago;28,432.00;;;;;;;;
272;20240617;200303;Larga Distancia Internacional - Entrante;FULL LINE S.A.C.;H;No reportado;1,682,453.00;;;;;;;;
273;20240617;200303;Larga Distancia Nacional;GAMACOM S.A.C.;A;Preselección;91,533.00;;;;;;;;
274;20240617;200303;Larga Distancia Internacional - Saliente;GAMACOM S.A.C.;A;Preselección;32,118.00;;;;;;;;
275;20240617;200303;Larga Distancia Nacional;GAMACOM S.A.C.;C;Tarjetas de Pago;40,899.70;;;;;;;;
276;20240617;200303;Larga Distancia Internacional - Saliente;GAMACOM S.A.C.;C;Tarjetas de Pago;14,351.20;;;;;;;;
277;20240617;200303;Larga Distancia Internacional - Entrante;GAMACOM S.A.C.;H;No reportado;5,342,018.00;;;;;;;;
278;20240617;200303;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;160,370.00;;;;;;;;
279;20240617;200303;Larga Distancia Internacional - Saliente;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;952.00;;;;;;;;
280;20240617;200303;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;3,951.00;;;;;;;;
281;20240617;200303;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;E;Tráfico originado en teléfonos de uso público de la empresa;510,235.00;;;;;;;;
282;20240617;200303;Larga Distancia Internacional - Entrante;GILAT TO HOME PERÚ S.A.C.;H;No reportado;226.00;;;;;;;;
283;20240617;200303;Larga Distancia Nacional;IDT PERÚ S.R.L.;C;Tarjetas de Pago;248,675.00;;;;;;;;
284;20240617;200303;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;C;Tarjetas de Pago;19,659.00;;;;;;;;
285;20240617;200303;Larga Distancia Internacional - Entrante;IDT PERÚ S.R.L.;H;No reportado;23,036,586.00;;;;;;;;
286;20240617;200303;Larga Distancia Internacional - Saliente;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3;A;Preselección;122,458.62;;;;;;;;
287;20240617;200303;Larga Distancia Internacional - Saliente;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3;D;Tráfico originado en líneas de telefonía móvil;91,903.69;;;;;;;;
288;20240617;200303;Larga Distancia Nacional;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3 / CENTURYLINK;A;Preselección;100,588.75;;;;;;;;
289;20240617;200303;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;328.00;;;;;;;;
290;20240617;200303;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;3,354.00;;;;;;;;
291;20240617;200303;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;12,145.00;;;;;;;;
292;20240617;200303;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;135,713.00;;;;;;;;
293;20240617;200303;Larga Distancia Nacional;L.A. & C. PERÚ S.A.;C;Tarjetas de Pago;682.00;;;;;;;;
294;20240617;200303;Larga Distancia Internacional - Entrante;L.A. & C. PERÚ S.A.;H;No reportado;419,652.00;;;;;;;;
295;20240617;200303;Larga Distancia Internacional - Saliente;LATPERÚ S.A.C.;C;Tarjetas de Pago;5,534.00;;;;;;;;
296;20240617;200303;Larga Distancia Internacional - Entrante;LATPERÚ S.A.C.;H;No reportado;119,946.00;;;;;;;;
297;20240617;200303;Larga Distancia Nacional;LIMATEL S.A.;A;Preselección;28,373.00;;;;;;;;
298;20240617;200303;Larga Distancia Internacional - Saliente;LIMATEL S.A.;A;Preselección;65,737.00;;;;;;;;
299;20240617;200303;Larga Distancia Nacional;LIMATEL S.A.;C;Tarjetas de Pago;18,101.00;;;;;;;;
300;20240617;200303;Larga Distancia Internacional - Saliente;LIMATEL S.A.;C;Tarjetas de Pago;135,698.00;;;;;;;;
301;20240617;200303;Larga Distancia Internacional - Entrante;LIMATEL S.A.;H;No reportado;2,148,162.00;;;;;;;;
302;20240617;200303;Larga Distancia Nacional;NORTEK;A;Preselección;5,561.00;;;;;;;;
303;20240617;200303;Larga Distancia Internacional - Saliente;NORTEK;A;Preselección;3,876.00;;;;;;;;
304;20240617;200303;Larga Distancia Nacional;NORTEK;C;Tarjetas de Pago;1,132,328.00;;;;;;;;
305;20240617;200303;Larga Distancia Internacional - Saliente;NORTEK;C;Tarjetas de Pago;158,577.00;;;;;;;;
306;20240617;200303;Larga Distancia Internacional - Entrante;NORTEK;H;No reportado;872,402.47;;;;;;;;
307;20240617;200303;Larga Distancia Nacional;ORMEÑO;B;Llamada por Llamada;29,551.15;;;;;;;;
308;20240617;200303;Larga Distancia Internacional - Saliente;ORMEÑO;B;Llamada por Llamada;6,967.84;;;;;;;;
309;20240617;200303;Larga Distancia Internacional - Entrante;ORMEÑO;H;No reportado;371,596.18;;;;;;;;
310;20240617;200303;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;A;Preselección;321,251.91;;;;;;;;
311;20240617;200303;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;B;Llamada por Llamada;6,242.95;;;;;;;;
312;20240617;200303;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;C;Tarjetas de Pago;216,210.52;;;;;;;;
313;20240617;200303;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;A;Preselección;172,981.80;;;;;;;;
314;20240617;200303;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;B;Llamada por Llamada;21,227.00;;;;;;;;
315;20240617;200303;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;C;Tarjetas de Pago;75,965.54;;;;;;;;
316;20240617;200303;Larga Distancia Internacional - Entrante;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;H;No reportado;763,398.00;;;;;;;;
317;20240617;200303;Larga Distancia Nacional;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;A;Preselección;12,343.00;;;;;;;;
318;20240617;200303;Larga Distancia Internacional - Saliente;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;A;Preselección;36,069.00;;;;;;;;
319;20240617;200303;Larga Distancia Nacional;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;C;Tarjetas de Pago;3,735.00;;;;;;;;
320;20240617;200303;Larga Distancia Internacional - Saliente;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;C;Tarjetas de Pago;7,470.00;;;;;;;;
321;20240617;200303;Larga Distancia Internacional - Entrante;SYSTEM ONE WORLD COMMUNICATION PERÚ S.A.;H;No reportado;5,193,737.00;;;;;;;;
322;20240617;200303;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;25,476,540.00;;;;;;;;
323;20240617;200303;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;4,684,344.00;;;;;;;;
324;20240617;200303;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;10,859,767.00;;;;;;;;
325;20240617;200303;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;1,474,204.00;;;;;;;;
326;20240617;200303;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;1,886,406.00;;;;;;;;
327;20240617;200303;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;187,687.33;;;;;;;;
328;20240617;200303;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;25,463,574.00;;;;;;;;
329;20240617;200303;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;221,809.00;;;;;;;;
330;20240617;200303;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;34,579,146.00;;;;;;;;
331;20240617;200303;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;A;Preselección;2,359,131.00;;;;;;;;
332;20240617;200303;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;A;Preselección;811,861.00;;;;;;;;
333;20240617;200303;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;B;Llamada por Llamada;313,952.00;;;;;;;;
334;20240617;200303;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;B;Llamada por Llamada;126,389.00;;;;;;;;
335;20240617;200303;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;C;Tarjetas de Pago;499,200.67;;;;;;;;
336;20240617;200303;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;C;Tarjetas de Pago;10,308.72;;;;;;;;
337;20240617;200303;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;E;Tráfico originado en teléfonos de uso público de la empresa;11,872.00;;;;;;;;
338;20240617;200303;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;E;Tráfico originado en teléfonos de uso público de la empresa;461.00;;;;;;;;
339;20240617;200303;Larga Distancia Internacional - Entrante;TELMEX PERÚ S.A./ AT & T;H;No reportado;9,029,884.05;;;;;;;;
340;20240617;200304;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;975,230.00;;;;;;;;
341;20240617;200304;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;257,475.00;;;;;;;;
342;20240617;200304;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;1,077,457.00;;;;;;;;
343;20240617;200304;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;741,112.35;;;;;;;;
344;20240617;200304;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;218,144.23;;;;;;;;
345;20240617;200304;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;6,574,136.63;;;;;;;;
346;20240617;200304;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;2,062,412.77;;;;;;;;
347;20240617;200304;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;C;Tarjetas de Pago;1,240,272.00;;;;;;;;
348;20240617;200304;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;C;Tarjetas de Pago;314,664.00;;;;;;;;
349;20240617;200304;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;11,292,959.50;;;;;;;;
350;20240617;200304;Larga Distancia Nacional;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;A;Preselección;44,472.00;;;;;;;;
351;20240617;200304;Larga Distancia Internacional - Saliente;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;A;Preselección;18,889.00;;;;;;;;
352;20240617;200304;Larga Distancia Nacional;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;D;Tráfico originado en líneas de telefonía móvil;1,053,919.00;;;;;;;;
353;20240617;200304;Larga Distancia Internacional - Saliente;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;D;Tráfico originado en líneas de telefonía móvil;329,885.00;;;;;;;;
354;20240617;200304;Larga Distancia Nacional;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;E;Tráfico originado en teléfonos de uso público de la empresa;57,766.00;;;;;;;;
355;20240617;200304;Larga Distancia Internacional - Saliente;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;E;Tráfico originado en teléfonos de uso público de la empresa;22,681.00;;;;;;;;
356;20240617;200304;Larga Distancia Internacional - Entrante;BELLSOUTH PERÚ S.A. / COMUNICACIONES MÓVILES;H;No reportado;3,065,101.00;;;;;;;;
357;20240617;200304;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;11,249,348.67;;;;;;;;
358;20240617;200304;Larga Distancia Nacional;COMPAÑÍA TELEFÓNICA ANDINA S.A.;A;Preselección;29.00;;;;;;;;
359;20240617;200304;Larga Distancia Internacional - Saliente;COMPAÑÍA TELEFÓNICA ANDINA S.A.;A;Preselección;221.00;;;;;;;;
360;20240617;200304;Larga Distancia Nacional;COMPAÑÍA TELEFÓNICA ANDINA S.A.;C;Tarjetas de Pago;70.00;;;;;;;;
361;20240617;200304;Larga Distancia Internacional - Saliente;COMPAÑÍA TELEFÓNICA ANDINA S.A.;C;Tarjetas de Pago;129.00;;;;;;;;
362;20240617;200304;Larga Distancia Internacional - Entrante;COMPAÑÍA TELEFÓNICA ANDINA S.A.;H;No reportado;1,736,652.00;;;;;;;;
363;20240617;200304;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;A;Preselección;38,785.00;;;;;;;;
364;20240617;200304;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;A;Preselección;71,477.00;;;;;;;;
365;20240617;200304;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;77,793.00;;;;;;;;
366;20240617;200304;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;199,879.00;;;;;;;;
367;20240617;200304;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;651.00;;;;;;;;
